program_id,program_name,program_code,profile_version,profile_method,profile_confidence,profile_family,dominant_dim,dominant_dim_label,secondary_dims,evidence_text,evidence_sources,review_status,occupation_bridge_confidence,occupation_bridge_p21_groups,occupation_bridge_p21_labels,affinity_stem_score,current_stem_score,template_stem_score,affinity_health_score,current_health_score,template_health_score,affinity_arts_score,current_arts_score,template_arts_score,affinity_business_score,current_business_score,template_business_score,affinity_education_score,current_education_score,template_education_score,affinity_agriculture_score,current_agriculture_score,template_agriculture_score,affinity_duration_score
07eea7ef-69c5-43a0-9c8a-e27fe2144a82,Bachelor of Science in Business Administration,BU-BBA-01,program_profile_v2,weighted_prior_template_v2,medium,business_general,business,Business,,"Family rule: business, management, or economics pathway. Blended current affinity prior (0.55) with business_general template (0.45). Occupation bridge: BS Business Administration: general business program; graduates commonly enter supervisory (Group 01 Managers) or administrative/clerical roles (Group 04 Clerical support) Match type: exact_name.",existing_program_affinity_scores|program_family_template|program_occupation_bridge,reviewed_by_rule,Medium,"[1, 4]","['Managers', 'Clerical support workers']",2.55,3.0,2.0,0.91,1.0,0.8,2.18,2.0,2.4,5.0,5.0,5.0,1.27,1.0,1.6,1.55,2.0,1.0,2.0
477db0b6-b1c7-4eef-a027-b53049a5f7ba,Bachelor of Science in Entrepreneurship,BU-BE-01,program_profile_v2,weighted_prior_template_v2,medium,business_general,business,Business,,"Family rule: business, management, or economics pathway. Blended current affinity prior (0.55) with business_general template (0.45). Occupation bridge: BS Entrepreneurship: general business program; graduates commonly enter supervisory (Group 01 Managers) or administrative/clerical roles (Group 04 Clerical support) Match type: exact_name.",existing_program_affinity_scores|program_family_template|program_occupation_bridge,reviewed_by_rule,Medium,"[1, 4]","['Managers', 'Clerical support workers']",2.55,3.0,2.0,0.91,1.0,0.8,2.73,3.0,2.4,5.0,5.0,5.0,1.82,2.0,1.6,2.1,3.0,1.0,2.0
9114fcfd-9f87-4454-b02d-c854393d7181,Bachelor of Science in Office Administration,BU-BOA-01,program_profile_v2,weighted_prior_template_v2,medium,business_general,business,Business,,"Family rule: business, management, or economics pathway. Blended current affinity prior (0.55) with business_general template (0.45). Occupation bridge: BS in Office Administration: general business program; graduates commonly enter supervisory (Group 01 Managers) or administrative/clerical roles (Group 04 Clerical support) Match type: exact_subject.",existing_program_affinity_scores|program_family_template|program_occupation_bridge,reviewed_by_rule,Medium,"[1, 4]","['Managers', 'Clerical support workers']",2.55,3.0,2.0,1.46,2.0,0.8,2.73,3.0,2.4,5.0,5.0,5.0,1.82,2.0,1.6,0.45,0.0,1.0,2.0
57ea60bc-028a-4bf2-8cc7-19563776545f,Bachelor of Arts in Public Administration,BU-BPA-01,program_profile_v2,weighted_prior_template_v2,medium,public_admin,business,Business,,"Family rule: public administration and governance pathway. Blended current affinity prior (0.55) with public_admin template (0.45). Occupation bridge: Bachelor of Public Administration: accounting/finance licensure (CPA, government service) leads to PSOC Group 02 Professionals and management track Group 01 Managers Match type: exact_subject.",existing_program_affinity_scores|program_family_template|program_occupation_bridge,needs_review,High,"[1, 2]","['Managers', 'Professionals']",2.46,3.0,1.8,1.27,1.0,1.6,3.18,3.0,3.4,4.09,4.0,4.2,1.99,1.0,3.2,1.55,2.0,1.0,2.0
9539e221-70ab-4f58-9d7b-356fb07b886b,Bachelor of Science in Architecture,ST-BA-01,program_profile_v2,weighted_prior_template_v2,high,architecture_design,arts,Arts,stem,Family rule: design-heavy built-environment professional pathway. Blended current affinity prior (0.55) with architecture_design template (0.45). Occupation bridge: BS Architecture: engineering/architecture licensure exam (PRC) leads to PSOC Group 02 Professionals; trade-level roles in Group 07 Craft & related trades Match type: exact_name.,existing_program_affinity_scores|program_family_template|program_occupation_bridge,reviewed_by_rule,High,"[2, 7]","['Professionals', 'Craft & related trades workers']",4.0,4.0,4.0,0.91,1.0,0.8,4.685,5.0,4.3,2.55,3.0,2.0,1.64,2.0,1.2,1.73,2.0,1.4,4.0
3c27c3ce-9684-418c-b4b0-a5fab2e083c6,Bachelor of Science in Civil Engineering,ST-BCE-02,program_profile_v2,weighted_prior_template_v2,high,engineering,stem,STEM,,Family rule: engineering or technical licensure pathway. Blended current affinity prior (0.55) with engineering template (0.45). Occupation bridge: BS Civil Engineering: engineering/architecture licensure exam (PRC) leads to PSOC Group 02 Professionals; trade-level roles in Group 07 Craft & related trades Match type: exact_name.,existing_program_affinity_scores|program_family_template|program_occupation_bridge,reviewed_by_rule,High,"[2, 7]","['Professionals', 'Craft & related trades workers']",5.0,5.0,5.0,0.82,1.0,0.6,1.775,2.0,1.5,2.55,3.0,2.0,1.0,1.0,1.0,1.09,1.0,1.2,3.0
e8661c43-8edf-45f8-a528-c5eae4a1e4c9,Bachelor of Science in Computer Engineering,ST-BCP-01,program_profile_v2,weighted_prior_template_v2,high,engineering,stem,STEM,,Family rule: engineering or technical licensure pathway. Blended current affinity prior (0.55) with engineering template (0.45). Occupation bridge: BS Computer Engineering: engineering/architecture licensure exam (PRC) leads to PSOC Group 02 Professionals; trade-level roles in Group 07 Craft & related trades Match type: exact_name.,existing_program_affinity_scores|program_family_template|program_occupation_bridge,reviewed_by_rule,High,"[2, 7]","['Professionals', 'Craft & related trades workers']",4.45,4.0,5.0,0.82,1.0,0.6,1.775,2.0,1.5,2.55,3.0,2.0,1.0,1.0,1.0,1.09,1.0,1.2,2.0
8f224400-b95a-490b-bf35-be378d223743,Bachelor of Science in Electrical Engineering,ST-BEE-01,program_profile_v2,weighted_prior_template_v2,high,engineering,stem,STEM,,Family rule: engineering or technical licensure pathway. Blended current affinity prior (0.55) with engineering template (0.45). Occupation bridge: BS Electrical Engineering: engineering/architecture licensure exam (PRC) leads to PSOC Group 02 Professionals; trade-level roles in Group 07 Craft & related trades Match type: exact_name.,existing_program_affinity_scores|program_family_template|program_occupation_bridge,reviewed_by_rule,High,"[2, 7]","['Professionals', 'Craft & related trades workers']",5.0,5.0,5.0,1.37,2.0,0.6,1.775,2.0,1.5,2.55,3.0,2.0,1.55,2.0,1.0,1.09,1.0,1.2,3.0
bdc5d23f-e97b-49c1-9278-68d61061866e,Bachelor of Science in Mechanical Engineering,ST-BME-02,program_profile_v2,weighted_prior_template_v2,high,engineering,stem,STEM,,Family rule: engineering or technical licensure pathway. Blended current affinity prior (0.55) with engineering template (0.45). Occupation bridge: BS Mechanical Engineering: engineering/architecture licensure exam (PRC) leads to PSOC Group 02 Professionals; trade-level roles in Group 07 Craft & related trades Match type: exact_name.,existing_program_affinity_scores|program_family_template|program_occupation_bridge,reviewed_by_rule,High,"[2, 7]","['Professionals', 'Craft & related trades workers']",5.0,5.0,5.0,0.82,1.0,0.6,1.775,2.0,1.5,2.55,3.0,2.0,1.0,1.0,1.0,1.09,1.0,1.2,3.0
177aae7c-5f7f-40e0-b16c-d427c426088c,Bachelor of Science in Electronics Engineering,ST-BEC-01,program_profile_v2,weighted_prior_template_v2,high,engineering,stem,STEM,,Family rule: engineering or technical licensure pathway. Blended current affinity prior (0.55) with engineering template (0.45). Occupation bridge: BS Electronics Engineering: engineering/architecture licensure exam (PRC) leads to PSOC Group 02 Professionals; trade-level roles in Group 07 Craft & related trades Match type: exact_name.,existing_program_affinity_scores|program_family_template|program_occupation_bridge,reviewed_by_rule,High,"[2, 7]","['Professionals', 'Craft & related trades workers']",5.0,5.0,5.0,1.37,2.0,0.6,1.775,2.0,1.5,2.55,3.0,2.0,1.0,1.0,1.0,1.09,1.0,1.2,3.0
39f5ba5e-7f5b-412d-9654-2eba956834ca,Bachelor of Science in Industrial Engineering,ST-BIE-01,program_profile_v2,weighted_prior_template_v2,high,engineering,stem,STEM,,Family rule: engineering or technical licensure pathway. Blended current affinity prior (0.55) with engineering template (0.45). Occupation bridge: BS Industrial Engineering: engineering/architecture licensure exam (PRC) leads to PSOC Group 02 Professionals; trade-level roles in Group 07 Craft & related trades Match type: exact_name.,existing_program_affinity_scores|program_family_template|program_occupation_bridge,reviewed_by_rule,High,"[2, 7]","['Professionals', 'Craft & related trades workers']",4.45,4.0,5.0,1.37,2.0,0.6,1.775,2.0,1.5,3.1,4.0,2.0,1.55,2.0,1.0,1.09,1.0,1.2,2.0
e913a52b-1f0b-4ad6-af90-553e4f6811a3,Bachelor of Education Studies,ED-BoES-01,program_profile_v2,weighted_prior_template_v2,high,education,education,Education,,Family rule: teacher education or education studies pathway. Blended current affinity prior (0.55) with education template (0.45). Occupation bridge: Bachelor of Educational Studies: licensed teacher qualification under CMO leads to PSOC Group 02 Professionals (Teachers/Instructors) Match type: fuzzy_name.,existing_program_affinity_scores|program_family_template|program_occupation_bridge,reviewed_by_rule,High,[2],['Professionals'],2.225,2.0,2.5,1.36,1.0,1.8,3.27,3.0,3.6,1.36,1.0,1.8,4.45,4.0,5.0,1.09,1.0,1.2,2.0
0bc8b0c0-4f5b-4679-8d78-781ef52fd23c,Bachelor of Science in Business Administration and Accountancy,BU-BBAaA-01,program_profile_v2,weighted_prior_template_v2,high,business_accounting,business,Business,,"Family rule: accounting/accountancy professional pathway. Blended current affinity prior (0.55) with business_accounting template (0.45). Occupation bridge: BS Business Administration & Accountancy: accounting/finance licensure (CPA, government service) leads to PSOC Group 02 Professionals and management track Group 01 Managers Match type: exact_name.",existing_program_affinity_scores|program_family_template|program_occupation_bridge,reviewed_by_rule,High,"[1, 2]","['Managers', 'Professionals']",2.91,3.0,2.8,0.27,0.0,0.6,1.91,2.0,1.8,5.0,5.0,5.0,0.54,0.0,1.2,0.36,0.0,0.8,4.0
f2f0722c-8fd9-44c2-8f95-869655504a45,Bachelor of Science in Materials Engineering,ST-BMT-01,program_profile_v2,weighted_prior_template_v2,high,engineering,stem,STEM,,Family rule: engineering or technical licensure pathway. Blended current affinity prior (0.55) with engineering template (0.45). Occupation bridge: BS Materials Engineering: engineering/architecture licensure exam (PRC) leads to PSOC Group 02 Professionals; trade-level roles in Group 07 Craft & related trades Match type: exact_name.,existing_program_affinity_scores|program_family_template|program_occupation_bridge,reviewed_by_rule,High,"[2, 7]","['Professionals', 'Craft & related trades workers']",5.0,5.0,5.0,0.82,1.0,0.6,1.775,2.0,1.5,2.0,2.0,2.0,0.45,0.0,1.0,1.09,1.0,1.2,2.0
1f91a0ea-b50c-4765-9f55-322b23c0309c,Bachelor of Science in Metallurgical Engineering,ST-BRM-01,program_profile_v2,weighted_prior_template_v2,high,engineering,stem,STEM,,Family rule: engineering or technical licensure pathway. Blended current affinity prior (0.55) with engineering template (0.45). Occupation bridge: BS Metallurgical Engineering: engineering/architecture licensure exam (PRC) leads to PSOC Group 02 Professionals; trade-level roles in Group 07 Craft & related trades Match type: exact_name.,existing_program_affinity_scores|program_family_template|program_occupation_bridge,reviewed_by_rule,High,"[2, 7]","['Professionals', 'Craft & related trades workers']",5.0,5.0,5.0,0.27,0.0,0.6,1.775,2.0,1.5,1.45,1.0,2.0,0.45,0.0,1.0,1.09,1.0,1.2,3.0
2ed1aa6f-9326-4ac3-a79b-c0ebede4db27,Bachelor of Science in Applied Physics,ST-BAP-01,program_profile_v2,weighted_prior_template_v2,high,science_math,stem,STEM,,"Family rule: science, mathematics, or applied science pathway. Blended current affinity prior (0.55) with science_math template (0.45). Occupation bridge: BS Applied Physics: pure/applied science graduates typically pursue research, government lab, or industry roles in PSOC Group 02 Professionals Match type: exact_name.",existing_program_affinity_scores|program_family_template|program_occupation_bridge,reviewed_by_rule,High,[2],['Professionals'],5.0,5.0,5.0,3.01,4.0,1.8,1.73,2.0,1.4,1.09,1.0,1.2,0.9,0.0,2.0,1.18,1.0,1.4,2.0
625d9799-e38a-4a72-9079-446b82fc3f07,Bachelor of Science in Molecular Biology and Biotechnology,ST-BMBaB-01,program_profile_v2,weighted_prior_template_v2,high,science_math,stem,STEM,,"Family rule: science, mathematics, or applied science pathway. Blended current affinity prior (0.55) with science_math template (0.45). Occupation bridge: BS Molecular Biology & Biotechnology (MBB): pure/applied science graduates typically pursue research, government lab, or industry roles in PSOC Group 02 Professionals Match type: fuzzy_name.",existing_program_affinity_scores|program_family_template|program_occupation_bridge,reviewed_by_rule,High,[2],['Professionals'],5.0,5.0,5.0,2.46,3.0,1.8,1.73,2.0,1.4,1.09,1.0,1.2,1.45,1.0,2.0,1.73,2.0,1.4,2.0
fa0b1f9b-5c97-4238-bd4e-c752ac4a85d8,Bachelor of Science in Geology,ST-BG-01,program_profile_v2,weighted_prior_template_v2,high,science_math,stem,STEM,,"Family rule: science, mathematics, or applied science pathway. Blended current affinity prior (0.55) with science_math template (0.45). Occupation bridge: BS Geology: pure/applied science graduates typically pursue research, government lab, or industry roles in PSOC Group 02 Professionals Match type: exact_name.",existing_program_affinity_scores|program_family_template|program_occupation_bridge,reviewed_by_rule,High,[2],['Professionals'],5.0,5.0,5.0,0.81,0.0,1.8,1.73,2.0,1.4,1.09,1.0,1.2,0.9,0.0,2.0,1.18,1.0,1.4,3.0
8336e913-f1f4-4bbc-9541-5fb4930df30f,Bachelor of Science in Geography,ST-BG-04,program_profile_v2,weighted_prior_template_v2,high,science_math,stem,STEM,,"Family rule: science, mathematics, or applied science pathway. Blended current affinity prior (0.55) with science_math template (0.45). Occupation bridge: BS Geography: pure/applied science graduates typically pursue research, government lab, or industry roles in PSOC Group 02 Professionals Match type: exact_name.",existing_program_affinity_scores|program_family_template|program_occupation_bridge,reviewed_by_rule,High,[2],['Professionals'],5.0,5.0,5.0,1.91,2.0,1.8,2.28,3.0,1.4,1.64,2.0,1.2,2.0,2.0,2.0,2.83,4.0,1.4,2.0
939b484b-93ee-4eba-9d06-29ae6c1b9617,Bachelor of Science in Community Nutrition,HE-BCN-01,program_profile_v2,weighted_prior_template_v2,high,health_clinical,health,Health,,"Family rule: health licensure or clinical health pathway. Blended current affinity prior (0.55) with health_clinical template (0.45). Occupation bridge: BS Community Nutrition: pure/applied science graduates typically pursue research, government lab, or industry roles in PSOC Group 02 Professionals Match type: exact_name.",existing_program_affinity_scores|program_family_template|program_occupation_bridge,reviewed_by_rule,High,[2],['Professionals'],3.91,4.0,3.8,5.0,5.0,5.0,2.55,3.0,2.0,2.19,3.0,1.2,2.82,3.0,2.6,1.46,2.0,0.8,3.0
d14183d5-fc0e-473a-a18e-096fdfe3253b,Bachelor of Science in Clothing Technology,ST-BCT-01,program_profile_v2,weighted_prior_template_v2,medium,textile_fashion_technology,arts,Arts,,"Family rule: textile, clothing, garment, or fashion technology pathway. Blended current affinity prior (0.55) with textile_fashion_technology template (0.45). Occupation bridge: BS Clothing Technology: pure/applied science graduates typically pursue research, government lab, or industry roles in PSOC Group 02 Professionals Match type: exact_name.",existing_program_affinity_scores|program_family_template|program_occupation_bridge,reviewed_by_rule,High,[2],['Professionals'],3.325,4.0,2.5,0.36,0.0,0.8,4.45,4.0,5.0,3.64,4.0,3.2,0.72,0.0,1.6,1.0,1.0,1.0,2.0
b1cf9754-2a2b-4ab9-be00-e5f24b214331,Bachelor of Science in Pharmaceutical Sciences,HE-BPS-01,program_profile_v2,weighted_prior_template_v2,medium,health_clinical,health,Health,stem,Family rule: health licensure or clinical health pathway. Blended current affinity prior (0.55) with health_clinical template (0.45). No safe occupation-bridge match found; profile should be reviewed if used in high-stakes reporting.,existing_program_affinity_scores|program_family_template,needs_review,,,,4.46,5.0,3.8,5.0,5.0,5.0,2.0,2.0,2.0,2.74,4.0,1.2,1.17,0.0,2.6,1.46,2.0,0.8,3.0
1178a8b0-ddd1-4bb7-b564-da930df0dcf4,Bachelor of Science in Public Health,HE-BPH-01,program_profile_v2,weighted_prior_template_v2,high,health_clinical,health,Health,stem,Family rule: health licensure or clinical health pathway. Blended current affinity prior (0.55) with health_clinical template (0.45). Occupation bridge: BS Public Health: clinical/health practice leads to licensed professional (PSOC Group 02 Professionals) and auxiliary/support roles (Group 03 Technicians) Match type: exact_name.,existing_program_affinity_scores|program_family_template|program_occupation_bridge,reviewed_by_rule,High,"[2, 3]","['Professionals', 'Technicians & assoc. professionals']",4.46,5.0,3.8,5.0,5.0,5.0,2.55,3.0,2.0,1.64,2.0,1.2,2.82,3.0,2.6,1.46,2.0,0.8,3.0
e5c426ab-5e34-4058-8727-3e51e820e2c5,Bachelor of Science in Basic Medical Sciences,HE-BBMS-01,program_profile_v2,weighted_prior_template_v2,medium,health_clinical,health,Health,stem,Family rule: health licensure or clinical health pathway. Blended current affinity prior (0.55) with health_clinical template (0.45). No safe occupation-bridge match found; profile should be reviewed if used in high-stakes reporting.,existing_program_affinity_scores|program_family_template,needs_review,,,,4.46,5.0,3.8,5.0,5.0,5.0,2.55,3.0,2.0,0.54,0.0,1.2,1.72,1.0,2.6,0.36,0.0,0.8,5.0
d8808553-d38c-49de-89fb-67c869f917b0,Bachelor of Science in Occupational Therapy,HE-BOT-01,program_profile_v2,weighted_prior_template_v2,high,health_clinical,health,Health,,Family rule: health licensure or clinical health pathway. Blended current affinity prior (0.55) with health_clinical template (0.45). Occupation bridge: BS Occupational Therapy: clinical/health practice leads to licensed professional (PSOC Group 02 Professionals) and auxiliary/support roles (Group 03 Technicians) Match type: exact_name.,existing_program_affinity_scores|program_family_template|program_occupation_bridge,reviewed_by_rule,High,"[2, 3]","['Professionals', 'Technicians & assoc. professionals']",3.36,3.0,3.8,5.0,5.0,5.0,2.55,3.0,2.0,1.64,2.0,1.2,2.82,3.0,2.6,0.36,0.0,0.8,3.0
d0ab3391-b599-4413-ad3c-616166d73481,Bachelor of Science in Speech Pathology,HE-BSP-01,program_profile_v2,weighted_prior_template_v2,high,health_clinical,health,Health,,Family rule: health licensure or clinical health pathway. Blended current affinity prior (0.55) with health_clinical template (0.45). Occupation bridge: BS Speech Pathology: clinical/health practice leads to licensed professional (PSOC Group 02 Professionals) and auxiliary/support roles (Group 03 Technicians) Match type: exact_name.,existing_program_affinity_scores|program_family_template|program_occupation_bridge,reviewed_by_rule,High,"[2, 3]","['Professionals', 'Technicians & assoc. professionals']",3.36,3.0,3.8,5.0,5.0,5.0,3.1,4.0,2.0,1.64,2.0,1.2,2.82,3.0,2.6,0.36,0.0,0.8,3.0
78d910de-0bad-48f3-bfee-7fa480d082a2,Doctor of Dental Medicine,HE-DoDM-01,program_profile_v2,weighted_prior_template_v2,high,health_clinical,health,Health,stem,Family rule: health licensure or clinical health pathway. Blended current affinity prior (0.55) with health_clinical template (0.45). Occupation bridge: Doctor of Dental Medicine: clinical/health practice leads to licensed professional (PSOC Group 02 Professionals) and auxiliary/support roles (Group 03 Technicians) Match type: exact_name.,existing_program_affinity_scores|program_family_template|program_occupation_bridge,reviewed_by_rule,High,"[2, 3]","['Professionals', 'Technicians & assoc. professionals']",4.46,5.0,3.8,5.0,5.0,5.0,2.55,3.0,2.0,1.64,2.0,1.2,2.82,3.0,2.6,0.36,0.0,0.8,3.0
2d8262c3-bfcb-4c7b-be9a-bb7f6d2741e1,Bachelor of Arts in Comparative Literature,AR-BCL-01,program_profile_v2,weighted_prior_template_v2,medium,arts_humanities,arts,Arts,,"Family rule: arts, humanities, language, or design pathway. Blended current affinity prior (0.55) with arts_humanities template (0.45). Occupation bridge: BA Comparative Literature: arts/humanities/social-science path leads to PSOC Group 02 Professionals (educators, researchers, media) and Group 05 Service & sales workers Match type: exact_name.",existing_program_affinity_scores|program_family_template|program_occupation_bridge,reviewed_by_rule,Medium,"[2, 5]","['Professionals', 'Service & sales workers']",1.46,2.0,0.8,0.36,0.0,0.8,5.0,5.0,5.0,0.81,0.0,1.8,1.9,1.0,3.0,0.27,0.0,0.6,2.0
8cfe3dcc-c1dd-47d0-9077-7742c475e23a,Bachelor of Arts in Creative Writing,AR-BCW-01,program_profile_v2,weighted_prior_template_v2,medium,arts_humanities,arts,Arts,,"Family rule: arts, humanities, language, or design pathway. Blended current affinity prior (0.55) with arts_humanities template (0.45). Occupation bridge: BA Creative Writing: arts/humanities/social-science path leads to PSOC Group 02 Professionals (educators, researchers, media) and Group 05 Service & sales workers Match type: exact_name.",existing_program_affinity_scores|program_family_template|program_occupation_bridge,reviewed_by_rule,Medium,"[2, 5]","['Professionals', 'Service & sales workers']",1.46,2.0,0.8,0.36,0.0,0.8,5.0,5.0,5.0,0.81,0.0,1.8,1.9,1.0,3.0,0.27,0.0,0.6,2.0
