option_id,question_id,question_code,option_label,option_text,score_stem,score_health,score_arts,score_business,score_education,score_agri,question_group,display_order,created_datetime,updated_datetime
34747111-50a3-5763-9231-3d38bfbe4973,0737b013-9601-517e-aa9f-ba0a49a6f026,V2Q03,1,Not like me,0.0,0.0,0.0,0.0,0.0,0.0,internal,1,2026-05-16T00:00:00+00:00,2026-05-16T00:00:00+00:00
24af2197-d35d-58fb-8f52-c802e116bd81,0737b013-9601-517e-aa9f-ba0a49a6f026,V2Q03,2,Slightly like me,0.0,0.0,0.0,0.0,0.0,0.0,internal,2,2026-05-16T00:00:00+00:00,2026-05-16T00:00:00+00:00
02c677cd-bdfb-5a25-8e55-89fbda374ebf,0737b013-9601-517e-aa9f-ba0a49a6f026,V2Q03,3,Somewhat like me,0.0,0.0,0.0,0.0,0.0,0.0,internal,3,2026-05-16T00:00:00+00:00,2026-05-16T00:00:00+00:00
be744f01-c129-5547-b879-627024314d32,0737b013-9601-517e-aa9f-ba0a49a6f026,V2Q03,4,Very like me,0.0,0.0,0.0,0.0,0.0,0.0,internal,4,2026-05-16T00:00:00+00:00,2026-05-16T00:00:00+00:00
a6374d0d-320e-5ff0-a7f7-b6144b1c3861,0737b013-9601-517e-aa9f-ba0a49a6f026,V2Q03,5,Strongly like me,0.0,0.0,0.0,0.0,0.0,0.0,internal,5,2026-05-16T00:00:00+00:00,2026-05-16T00:00:00+00:00
601fa85b-cf13-5361-bc3e-742f2309f500,2c4c4982-f87e-52e4-9611-603ae32fc311,V2Q04,1,Not like me,0.0,0.0,0.0,0.0,0.0,0.0,internal,1,2026-05-16T00:00:00+00:00,2026-05-16T00:00:00+00:00
8c6b3f7e-94ae-537e-9d9c-00d6313459a8,2c4c4982-f87e-52e4-9611-603ae32fc311,V2Q04,2,Slightly like me,0.0,0.0,0.0,0.0,0.0,0.0,internal,2,2026-05-16T00:00:00+00:00,2026-05-16T00:00:00+00:00
59a649af-e040-5df1-b0d5-d3cc891d9d5b,2c4c4982-f87e-52e4-9611-603ae32fc311,V2Q04,3,Somewhat like me,0.0,0.0,0.0,0.0,0.0,0.0,internal,3,2026-05-16T00:00:00+00:00,2026-05-16T00:00:00+00:00
1adc4f82-9f96-57b1-8415-4cee4540db55,2c4c4982-f87e-52e4-9611-603ae32fc311,V2Q04,4,Very like me,0.0,0.0,0.0,0.0,0.0,0.0,internal,4,2026-05-16T00:00:00+00:00,2026-05-16T00:00:00+00:00
74575e0b-04a3-5963-a116-78d5e042362e,2c4c4982-f87e-52e4-9611-603ae32fc311,V2Q04,5,Strongly like me,0.0,0.0,0.0,0.0,0.0,0.0,internal,5,2026-05-16T00:00:00+00:00,2026-05-16T00:00:00+00:00
5b40ae95-d356-52c3-a843-1d17213726ca,5db837bf-b36b-5d0f-997f-e6d7a554841c,V2Q05,1,Not like me,0.0,0.0,0.0,0.0,0.0,0.0,internal,1,2026-05-16T00:00:00+00:00,2026-05-16T00:00:00+00:00
751f721e-deb2-5bd9-b44a-09dca43fd535,5db837bf-b36b-5d0f-997f-e6d7a554841c,V2Q05,2,Slightly like me,0.0,0.0,0.0,0.0,0.0,0.0,internal,2,2026-05-16T00:00:00+00:00,2026-05-16T00:00:00+00:00
6d44dfc4-f79d-59ad-add1-81ebf48cd379,5db837bf-b36b-5d0f-997f-e6d7a554841c,V2Q05,3,Somewhat like me,0.0,0.0,0.0,0.0,0.0,0.0,internal,3,2026-05-16T00:00:00+00:00,2026-05-16T00:00:00+00:00
0778aa3f-e111-5b96-ab10-9fa86b81acfd,5db837bf-b36b-5d0f-997f-e6d7a554841c,V2Q05,4,Very like me,0.0,0.0,0.0,0.0,0.0,0.0,internal,4,2026-05-16T00:00:00+00:00,2026-05-16T00:00:00+00:00
2dfa1971-c7be-5384-99f6-eded65b2cd5d,5db837bf-b36b-5d0f-997f-e6d7a554841c,V2Q05,5,Strongly like me,0.0,0.0,0.0,0.0,0.0,0.0,internal,5,2026-05-16T00:00:00+00:00,2026-05-16T00:00:00+00:00
8af3c51d-c216-533b-a4c8-d276bc269845,54d39ab9-fbde-5c7b-8501-a054a2475ce0,V2Q06,1,Not like me,0.0,0.0,0.0,0.0,0.0,0.0,internal,1,2026-05-16T00:00:00+00:00,2026-05-16T00:00:00+00:00
3a8665cb-376e-58a4-a36d-6a2843c74b50,54d39ab9-fbde-5c7b-8501-a054a2475ce0,V2Q06,2,Slightly like me,0.0,0.0,0.0,0.0,0.0,0.0,internal,2,2026-05-16T00:00:00+00:00,2026-05-16T00:00:00+00:00
bf239e50-62b3-52c8-bf19-6f7b357ce0e9,54d39ab9-fbde-5c7b-8501-a054a2475ce0,V2Q06,3,Somewhat like me,0.0,0.0,0.0,0.0,0.0,0.0,internal,3,2026-05-16T00:00:00+00:00,2026-05-16T00:00:00+00:00
dfd724ed-765c-5662-8719-c3fb10d2cad7,54d39ab9-fbde-5c7b-8501-a054a2475ce0,V2Q06,4,Very like me,0.0,0.0,0.0,0.0,0.0,0.0,internal,4,2026-05-16T00:00:00+00:00,2026-05-16T00:00:00+00:00
96e0f3cc-eb98-5ffe-913b-2b78d47542d2,54d39ab9-fbde-5c7b-8501-a054a2475ce0,V2Q06,5,Strongly like me,0.0,0.0,0.0,0.0,0.0,0.0,internal,5,2026-05-16T00:00:00+00:00,2026-05-16T00:00:00+00:00
b0a23262-7e22-550f-bad1-a5f50cee1d2d,f112d6c0-58e2-5568-8e9c-9755cff82c0d,V2Q07,1,Not like me,0.0,0.0,0.0,0.0,0.0,0.0,internal,1,2026-05-16T00:00:00+00:00,2026-05-16T00:00:00+00:00
27177d8e-99ed-5f79-9c05-610f1dc67be2,f112d6c0-58e2-5568-8e9c-9755cff82c0d,V2Q07,2,Slightly like me,0.0,0.0,0.0,0.0,0.0,0.0,internal,2,2026-05-16T00:00:00+00:00,2026-05-16T00:00:00+00:00
d025f6bc-81a5-5269-b3e8-39b24ba9d4f5,f112d6c0-58e2-5568-8e9c-9755cff82c0d,V2Q07,3,Somewhat like me,0.0,0.0,0.0,0.0,0.0,0.0,internal,3,2026-05-16T00:00:00+00:00,2026-05-16T00:00:00+00:00
8d923fec-0680-5537-b69d-a70888d0a4d8,f112d6c0-58e2-5568-8e9c-9755cff82c0d,V2Q07,4,Very like me,0.0,0.0,0.0,0.0,0.0,0.0,internal,4,2026-05-16T00:00:00+00:00,2026-05-16T00:00:00+00:00
85088941-ad63-55f1-851d-654df1526972,f112d6c0-58e2-5568-8e9c-9755cff82c0d,V2Q07,5,Strongly like me,0.0,0.0,0.0,0.0,0.0,0.0,internal,5,2026-05-16T00:00:00+00:00,2026-05-16T00:00:00+00:00
1f865ebf-86a0-5a5c-99f8-6f362f9f903f,54f52b39-4af5-5690-a03b-58f8a65820d1,V2Q08,1,Not like me,0.0,0.0,0.0,0.0,0.0,0.0,internal,1,2026-05-16T00:00:00+00:00,2026-05-16T00:00:00+00:00
dda90047-e213-5241-87c3-aa1a5f8c820d,54f52b39-4af5-5690-a03b-58f8a65820d1,V2Q08,2,Slightly like me,0.0,0.0,0.0,0.0,0.0,0.0,internal,2,2026-05-16T00:00:00+00:00,2026-05-16T00:00:00+00:00
c7684030-92a3-5df3-8594-280a058f1dcb,54f52b39-4af5-5690-a03b-58f8a65820d1,V2Q08,3,Somewhat like me,0.0,0.0,0.0,0.0,0.0,0.0,internal,3,2026-05-16T00:00:00+00:00,2026-05-16T00:00:00+00:00
bf478a34-c113-58bb-8d64-28a4c6d6a9e5,54f52b39-4af5-5690-a03b-58f8a65820d1,V2Q08,4,Very like me,0.0,0.0,0.0,0.0,0.0,0.0,internal,4,2026-05-16T00:00:00+00:00,2026-05-16T00:00:00+00:00
fffe75e6-6d55-5e53-8ceb-e1a0d22e7081,54f52b39-4af5-5690-a03b-58f8a65820d1,V2Q08,5,Strongly like me,0.0,0.0,0.0,0.0,0.0,0.0,internal,5,2026-05-16T00:00:00+00:00,2026-05-16T00:00:00+00:00
ca2b65a1-1285-56b9-9235-a33462cec10c,a93ab461-94c5-5ead-9108-6bbd55ef1be8,V2Q09,1,Not like me,0.0,0.0,0.0,0.0,0.0,0.0,internal,1,2026-05-16T00:00:00+00:00,2026-05-16T00:00:00+00:00
e3dc2692-71a2-5452-89d2-a5553536162c,a93ab461-94c5-5ead-9108-6bbd55ef1be8,V2Q09,2,Slightly like me,0.0,0.0,0.0,0.0,0.0,0.0,internal,2,2026-05-16T00:00:00+00:00,2026-05-16T00:00:00+00:00
a1464120-7a15-541b-84c6-0b5e077ec203,a93ab461-94c5-5ead-9108-6bbd55ef1be8,V2Q09,3,Somewhat like me,0.0,0.0,0.0,0.0,0.0,0.0,internal,3,2026-05-16T00:00:00+00:00,2026-05-16T00:00:00+00:00
9e68dd0b-3de3-50a2-8b4d-d2375cd152a0,a93ab461-94c5-5ead-9108-6bbd55ef1be8,V2Q09,4,Very like me,0.0,0.0,0.0,0.0,0.0,0.0,internal,4,2026-05-16T00:00:00+00:00,2026-05-16T00:00:00+00:00
02164740-3bb7-5c0f-b954-5fd4b6ca757a,a93ab461-94c5-5ead-9108-6bbd55ef1be8,V2Q09,5,Strongly like me,0.0,0.0,0.0,0.0,0.0,0.0,internal,5,2026-05-16T00:00:00+00:00,2026-05-16T00:00:00+00:00
0160a265-6760-5c7a-b123-bfe48453428a,43655807-ad66-5051-a6d6-1259cbf4a6fb,V2Q10,1,Not like me,0.0,0.0,0.0,0.0,0.0,0.0,internal,1,2026-05-16T00:00:00+00:00,2026-05-16T00:00:00+00:00
34790c70-47a3-5192-b3cb-db28bd64b1b5,43655807-ad66-5051-a6d6-1259cbf4a6fb,V2Q10,2,Slightly like me,0.0,0.0,0.0,0.0,0.0,0.0,internal,2,2026-05-16T00:00:00+00:00,2026-05-16T00:00:00+00:00
96336017-8cc8-5484-ad97-d53f36eb4987,43655807-ad66-5051-a6d6-1259cbf4a6fb,V2Q10,3,Somewhat like me,0.0,0.0,0.0,0.0,0.0,0.0,internal,3,2026-05-16T00:00:00+00:00,2026-05-16T00:00:00+00:00
d39b7367-8df5-56e9-abda-43de38442ff7,43655807-ad66-5051-a6d6-1259cbf4a6fb,V2Q10,4,Very like me,0.0,0.0,0.0,0.0,0.0,0.0,internal,4,2026-05-16T00:00:00+00:00,2026-05-16T00:00:00+00:00
be350bf9-ba39-547c-aa9e-9c098e311f3f,43655807-ad66-5051-a6d6-1259cbf4a6fb,V2Q10,5,Strongly like me,0.0,0.0,0.0,0.0,0.0,0.0,internal,5,2026-05-16T00:00:00+00:00,2026-05-16T00:00:00+00:00
1682e154-3705-5f9f-be75-7115a692518b,a500e55b-7b81-5dd1-863f-b64afe0b9bd8,V2Q11,1,Not like me,0.0,0.0,0.0,0.0,0.0,0.0,internal,1,2026-05-16T00:00:00+00:00,2026-05-16T00:00:00+00:00
45c38fdc-8890-551c-9ed2-faf4011e6e81,a500e55b-7b81-5dd1-863f-b64afe0b9bd8,V2Q11,2,Slightly like me,0.0,0.0,0.0,0.0,0.0,0.0,internal,2,2026-05-16T00:00:00+00:00,2026-05-16T00:00:00+00:00
d39a4688-d692-504b-ae64-ec01420a6029,a500e55b-7b81-5dd1-863f-b64afe0b9bd8,V2Q11,3,Somewhat like me,0.0,0.0,0.0,0.0,0.0,0.0,internal,3,2026-05-16T00:00:00+00:00,2026-05-16T00:00:00+00:00
a105b187-03fb-5da4-8eab-aeeb840bbdc6,a500e55b-7b81-5dd1-863f-b64afe0b9bd8,V2Q11,4,Very like me,0.0,0.0,0.0,0.0,0.0,0.0,internal,4,2026-05-16T00:00:00+00:00,2026-05-16T00:00:00+00:00
772d5b17-222a-5b04-ad24-87171253b862,a500e55b-7b81-5dd1-863f-b64afe0b9bd8,V2Q11,5,Strongly like me,0.0,0.0,0.0,0.0,0.0,0.0,internal,5,2026-05-16T00:00:00+00:00,2026-05-16T00:00:00+00:00
8bb42796-9e73-50d7-9e80-f42cf56ef045,d2c0ddf6-c4a0-5dbd-becd-e961476c5c23,V2Q12,1,Not like me,0.0,0.0,0.0,0.0,0.0,0.0,internal,1,2026-05-16T00:00:00+00:00,2026-05-16T00:00:00+00:00
e1c30223-684e-5762-8696-f63998f43939,d2c0ddf6-c4a0-5dbd-becd-e961476c5c23,V2Q12,2,Slightly like me,0.0,0.0,0.0,0.0,0.0,0.0,internal,2,2026-05-16T00:00:00+00:00,2026-05-16T00:00:00+00:00
2f790a61-b453-5fec-a056-d6df5f75c9a5,d2c0ddf6-c4a0-5dbd-becd-e961476c5c23,V2Q12,3,Somewhat like me,0.0,0.0,0.0,0.0,0.0,0.0,internal,3,2026-05-16T00:00:00+00:00,2026-05-16T00:00:00+00:00
005bd8c5-acde-508a-bf09-d7f4bd481bf7,d2c0ddf6-c4a0-5dbd-becd-e961476c5c23,V2Q12,4,Very like me,0.0,0.0,0.0,0.0,0.0,0.0,internal,4,2026-05-16T00:00:00+00:00,2026-05-16T00:00:00+00:00
fc819e1e-77e9-5e6c-b745-104c2618c5b8,d2c0ddf6-c4a0-5dbd-becd-e961476c5c23,V2Q12,5,Strongly like me,0.0,0.0,0.0,0.0,0.0,0.0,internal,5,2026-05-16T00:00:00+00:00,2026-05-16T00:00:00+00:00
ef6d25aa-fc87-5c02-90cf-09da288f309b,0b7ea2e0-9aa3-5045-be8d-07a36af81987,V2Q13,1,Not like me,0.0,0.0,0.0,0.0,0.0,0.0,internal,1,2026-05-16T00:00:00+00:00,2026-05-16T00:00:00+00:00
0b267ce1-1194-5edf-a7e3-a9395153c887,0b7ea2e0-9aa3-5045-be8d-07a36af81987,V2Q13,2,Slightly like me,0.0,0.0,0.0,0.0,0.0,0.0,internal,2,2026-05-16T00:00:00+00:00,2026-05-16T00:00:00+00:00
7eb51c5f-738b-59e9-a30c-df6417f894a1,0b7ea2e0-9aa3-5045-be8d-07a36af81987,V2Q13,3,Somewhat like me,0.0,0.0,0.0,0.0,0.0,0.0,internal,3,2026-05-16T00:00:00+00:00,2026-05-16T00:00:00+00:00
adc7acab-c727-59ce-8bfd-f93f27bb6a76,0b7ea2e0-9aa3-5045-be8d-07a36af81987,V2Q13,4,Very like me,0.0,0.0,0.0,0.0,0.0,0.0,internal,4,2026-05-16T00:00:00+00:00,2026-05-16T00:00:00+00:00
803d3a74-87d8-59c0-ad29-77cee83c6969,0b7ea2e0-9aa3-5045-be8d-07a36af81987,V2Q13,5,Strongly like me,0.0,0.0,0.0,0.0,0.0,0.0,internal,5,2026-05-16T00:00:00+00:00,2026-05-16T00:00:00+00:00
25bc96af-cfff-5616-b7d1-2744028553bd,4a09092a-ac18-5466-8273-4ede847222fa,V2Q14,1,Not like me,0.0,0.0,0.0,0.0,0.0,0.0,internal,1,2026-05-16T00:00:00+00:00,2026-05-16T00:00:00+00:00
dac0df17-e8bf-5d73-bfbf-48e02948af58,4a09092a-ac18-5466-8273-4ede847222fa,V2Q14,2,Slightly like me,0.0,0.0,0.0,0.0,0.0,0.0,internal,2,2026-05-16T00:00:00+00:00,2026-05-16T00:00:00+00:00
6bc99844-9b3d-590e-9052-1bf159e7d7e5,4a09092a-ac18-5466-8273-4ede847222fa,V2Q14,3,Somewhat like me,0.0,0.0,0.0,0.0,0.0,0.0,internal,3,2026-05-16T00:00:00+00:00,2026-05-16T00:00:00+00:00
06ad929e-1058-53bd-9b77-aef861696baa,4a09092a-ac18-5466-8273-4ede847222fa,V2Q14,4,Very like me,0.0,0.0,0.0,0.0,0.0,0.0,internal,4,2026-05-16T00:00:00+00:00,2026-05-16T00:00:00+00:00
4add88fe-28b5-543c-bea0-17306b115be6,4a09092a-ac18-5466-8273-4ede847222fa,V2Q14,5,Strongly like me,0.0,0.0,0.0,0.0,0.0,0.0,internal,5,2026-05-16T00:00:00+00:00,2026-05-16T00:00:00+00:00
e27318f0-b323-5366-ae63-e8f216e7d564,cbc609b0-eb25-5b21-af22-e46764541e5a,V2Q15,1,Not like me,0.0,0.0,0.0,0.0,0.0,0.0,internal,1,2026-05-16T00:00:00+00:00,2026-05-16T00:00:00+00:00
e4d448af-4fbc-5077-8af4-e81f4fbaeac9,cbc609b0-eb25-5b21-af22-e46764541e5a,V2Q15,2,Slightly like me,0.0,0.0,0.0,0.0,0.0,0.0,internal,2,2026-05-16T00:00:00+00:00,2026-05-16T00:00:00+00:00
20c993e7-1a5f-5870-88a0-b8af3a995381,cbc609b0-eb25-5b21-af22-e46764541e5a,V2Q15,3,Somewhat like me,0.0,0.0,0.0,0.0,0.0,0.0,internal,3,2026-05-16T00:00:00+00:00,2026-05-16T00:00:00+00:00
00b700fe-1540-5e85-9ba0-ee03579717ad,cbc609b0-eb25-5b21-af22-e46764541e5a,V2Q15,4,Very like me,0.0,0.0,0.0,0.0,0.0,0.0,internal,4,2026-05-16T00:00:00+00:00,2026-05-16T00:00:00+00:00
d0710bc6-0687-58ed-a27e-174813fb758f,cbc609b0-eb25-5b21-af22-e46764541e5a,V2Q15,5,Strongly like me,0.0,0.0,0.0,0.0,0.0,0.0,internal,5,2026-05-16T00:00:00+00:00,2026-05-16T00:00:00+00:00
3ef18b56-478a-5073-abc2-c31f6a2a3324,dff5aedf-fc44-5b78-8f0f-c340af4ca821,V2Q16,1,Not like me,0.0,0.0,0.0,0.0,0.0,0.0,internal,1,2026-05-16T00:00:00+00:00,2026-05-16T00:00:00+00:00
cab548b5-7f4f-5852-8a1d-ca9e7a1fc486,dff5aedf-fc44-5b78-8f0f-c340af4ca821,V2Q16,2,Slightly like me,0.0,0.0,0.0,0.0,0.0,0.0,internal,2,2026-05-16T00:00:00+00:00,2026-05-16T00:00:00+00:00
a883d320-0858-52d8-8a01-827545fdd189,dff5aedf-fc44-5b78-8f0f-c340af4ca821,V2Q16,3,Somewhat like me,0.0,0.0,0.0,0.0,0.0,0.0,internal,3,2026-05-16T00:00:00+00:00,2026-05-16T00:00:00+00:00
b55c6ce2-4e7e-545a-aca8-55bc99edbd5d,dff5aedf-fc44-5b78-8f0f-c340af4ca821,V2Q16,4,Very like me,0.0,0.0,0.0,0.0,0.0,0.0,internal,4,2026-05-16T00:00:00+00:00,2026-05-16T00:00:00+00:00
7eaaf4fd-dda1-5d77-870d-d70b48fbc429,dff5aedf-fc44-5b78-8f0f-c340af4ca821,V2Q16,5,Strongly like me,0.0,0.0,0.0,0.0,0.0,0.0,internal,5,2026-05-16T00:00:00+00:00,2026-05-16T00:00:00+00:00
490b0ffd-e3b4-579c-a8dc-47510d403efa,01e9a552-0ae0-5e98-87e6-dd2d4a710fe8,V2Q17,1,Not like me,0.0,0.0,0.0,0.0,0.0,0.0,internal,1,2026-05-16T00:00:00+00:00,2026-05-16T00:00:00+00:00
16cb975e-d0fe-5477-a46b-0d6990657cad,01e9a552-0ae0-5e98-87e6-dd2d4a710fe8,V2Q17,2,Slightly like me,0.0,0.0,0.0,0.0,0.0,0.0,internal,2,2026-05-16T00:00:00+00:00,2026-05-16T00:00:00+00:00
fab13eb6-9bc5-5372-83b8-b298b001a04c,01e9a552-0ae0-5e98-87e6-dd2d4a710fe8,V2Q17,3,Somewhat like me,0.0,0.0,0.0,0.0,0.0,0.0,internal,3,2026-05-16T00:00:00+00:00,2026-05-16T00:00:00+00:00
aafe9d22-2b29-5ee7-acb7-e6868cf6711a,01e9a552-0ae0-5e98-87e6-dd2d4a710fe8,V2Q17,4,Very like me,0.0,0.0,0.0,0.0,0.0,0.0,internal,4,2026-05-16T00:00:00+00:00,2026-05-16T00:00:00+00:00
79737dfd-50e5-5cb1-8a94-d627320f54d2,01e9a552-0ae0-5e98-87e6-dd2d4a710fe8,V2Q17,5,Strongly like me,0.0,0.0,0.0,0.0,0.0,0.0,internal,5,2026-05-16T00:00:00+00:00,2026-05-16T00:00:00+00:00
1c9a1db1-870f-5cce-94ee-cb1157f2dca7,55bb3211-7a1c-5cdb-bf6f-d88f1b16d3bd,V2Q18,1,Not like me,0.0,0.0,0.0,0.0,0.0,0.0,internal,1,2026-05-16T00:00:00+00:00,2026-05-16T00:00:00+00:00
72b0b085-b362-5d62-8c1b-528969ab432f,55bb3211-7a1c-5cdb-bf6f-d88f1b16d3bd,V2Q18,2,Slightly like me,0.0,0.0,0.0,0.0,0.0,0.0,internal,2,2026-05-16T00:00:00+00:00,2026-05-16T00:00:00+00:00
db7071b5-45a4-58c5-907d-de2335d913bb,55bb3211-7a1c-5cdb-bf6f-d88f1b16d3bd,V2Q18,3,Somewhat like me,0.0,0.0,0.0,0.0,0.0,0.0,internal,3,2026-05-16T00:00:00+00:00,2026-05-16T00:00:00+00:00
9295edfd-ac41-5942-ae80-83da6eeb3981,55bb3211-7a1c-5cdb-bf6f-d88f1b16d3bd,V2Q18,4,Very like me,0.0,0.0,0.0,0.0,0.0,0.0,internal,4,2026-05-16T00:00:00+00:00,2026-05-16T00:00:00+00:00
e9619b50-399e-5bf5-8505-13db825d5ae7,55bb3211-7a1c-5cdb-bf6f-d88f1b16d3bd,V2Q18,5,Strongly like me,0.0,0.0,0.0,0.0,0.0,0.0,internal,5,2026-05-16T00:00:00+00:00,2026-05-16T00:00:00+00:00
4bad5b8c-a228-539b-9bbb-c34b35aac84a,5e7b92dc-bacc-5952-80aa-30f6340e86b2,V2Q19,1,Not like me,0.0,0.0,0.0,0.0,0.0,0.0,internal,1,2026-05-16T00:00:00+00:00,2026-05-16T00:00:00+00:00
27807398-fe07-5410-bc54-0ec2db1122e3,5e7b92dc-bacc-5952-80aa-30f6340e86b2,V2Q19,2,Slightly like me,0.0,0.0,0.0,0.0,0.0,0.0,internal,2,2026-05-16T00:00:00+00:00,2026-05-16T00:00:00+00:00
7baeab03-d5c8-5c65-845f-31414ee5a0e0,5e7b92dc-bacc-5952-80aa-30f6340e86b2,V2Q19,3,Somewhat like me,0.0,0.0,0.0,0.0,0.0,0.0,internal,3,2026-05-16T00:00:00+00:00,2026-05-16T00:00:00+00:00
d8383542-ca9a-5a65-804c-2cb87e637fec,5e7b92dc-bacc-5952-80aa-30f6340e86b2,V2Q19,4,Very like me,0.0,0.0,0.0,0.0,0.0,0.0,internal,4,2026-05-16T00:00:00+00:00,2026-05-16T00:00:00+00:00
2f46a6c9-7fb3-5794-8024-902b39023faa,5e7b92dc-bacc-5952-80aa-30f6340e86b2,V2Q19,5,Strongly like me,0.0,0.0,0.0,0.0,0.0,0.0,internal,5,2026-05-16T00:00:00+00:00,2026-05-16T00:00:00+00:00
5efc5d40-420c-5f0a-832e-57d9c11a9a8d,9b0c50b2-dede-5440-93eb-2044ee620bbf,V2Q20,1,Not like me,0.0,0.0,0.0,0.0,0.0,0.0,internal,1,2026-05-16T00:00:00+00:00,2026-05-16T00:00:00+00:00
e54d370a-e514-5e6a-842d-736b959ff756,9b0c50b2-dede-5440-93eb-2044ee620bbf,V2Q20,2,Slightly like me,0.0,0.0,0.0,0.0,0.0,0.0,internal,2,2026-05-16T00:00:00+00:00,2026-05-16T00:00:00+00:00
129a2ce4-060a-55ff-a8de-b68951dc7fa2,9b0c50b2-dede-5440-93eb-2044ee620bbf,V2Q20,3,Somewhat like me,0.0,0.0,0.0,0.0,0.0,0.0,internal,3,2026-05-16T00:00:00+00:00,2026-05-16T00:00:00+00:00
821d7934-94ce-56e8-a05b-9e2e4f1f840b,9b0c50b2-dede-5440-93eb-2044ee620bbf,V2Q20,4,Very like me,0.0,0.0,0.0,0.0,0.0,0.0,internal,4,2026-05-16T00:00:00+00:00,2026-05-16T00:00:00+00:00
d224867e-f3b1-58fb-a647-97021b4ad6ff,9b0c50b2-dede-5440-93eb-2044ee620bbf,V2Q20,5,Strongly like me,0.0,0.0,0.0,0.0,0.0,0.0,internal,5,2026-05-16T00:00:00+00:00,2026-05-16T00:00:00+00:00
bcd6f7ec-dd51-55e4-9cc9-30d2ed5b7263,9327a762-7e90-5d01-8cf4-1b67bdec63bc,V2Q21,1,Not like me,0.0,0.0,0.0,0.0,0.0,0.0,internal,1,2026-05-16T00:00:00+00:00,2026-05-16T00:00:00+00:00
fb5148e0-66dd-5d46-a57f-0a46f10eb290,9327a762-7e90-5d01-8cf4-1b67bdec63bc,V2Q21,2,Slightly like me,0.0,0.0,0.0,0.0,0.0,0.0,internal,2,2026-05-16T00:00:00+00:00,2026-05-16T00:00:00+00:00
36f781f3-98b1-50d0-ab24-a4a0b504b6a4,9327a762-7e90-5d01-8cf4-1b67bdec63bc,V2Q21,3,Somewhat like me,0.0,0.0,0.0,0.0,0.0,0.0,internal,3,2026-05-16T00:00:00+00:00,2026-05-16T00:00:00+00:00
b853b2b5-bcb6-566b-8a9e-cd969090da72,9327a762-7e90-5d01-8cf4-1b67bdec63bc,V2Q21,4,Very like me,0.0,0.0,0.0,0.0,0.0,0.0,internal,4,2026-05-16T00:00:00+00:00,2026-05-16T00:00:00+00:00
9aa528ee-58a1-58a3-9e7d-4811597b3888,9327a762-7e90-5d01-8cf4-1b67bdec63bc,V2Q21,5,Strongly like me,0.0,0.0,0.0,0.0,0.0,0.0,internal,5,2026-05-16T00:00:00+00:00,2026-05-16T00:00:00+00:00
